Graph Name,Rank,No of sources of Evidences,Controller,Allocated Switch
JANETBACKBONE.GRAPHML,Rank 2,4,27,12
JANETBACKBONE.GRAPHML,Rank 2,4,27,25
JANETBACKBONE.GRAPHML,Rank 2,4,27,14
JANETBACKBONE.GRAPHML,Rank 2,4,27,20
JANETBACKBONE.GRAPHML,Rank 2,4,27,22
JANETBACKBONE.GRAPHML,Rank 2,4,27,10
JANETBACKBONE.GRAPHML,Rank 2,4,27,21
JANETBACKBONE.GRAPHML,Rank 2,4,22,23
JANETBACKBONE.GRAPHML,Rank 2,4,22,21
JANETBACKBONE.GRAPHML,Rank 3,2,13,19
JANETBACKBONE.GRAPHML,Rank 3,2,13,28
JANETBACKBONE.GRAPHML,Rank 3,2,13,2
JANETBACKBONE.GRAPHML,Rank 3,2,13,14
JANETBACKBONE.GRAPHML,Rank 3,2,13,20
JANETBACKBONE.GRAPHML,Rank 3,2,13,11
JANETBACKBONE.GRAPHML,Rank 3,2,13,9
JANETBACKBONE.GRAPHML,Rank 3,2,13,3
JANETBACKBONE.GRAPHML,Rank 3,2,13,21
JANETBACKBONE.GRAPHML,Rank 3,2,12,26
JANETBACKBONE.GRAPHML,Rank 3,2,12,8
JANETBACKBONE.GRAPHML,Rank 3,2,12,27
JANETBACKBONE.GRAPHML,Rank 3,2,12,24
JANETBACKBONE.GRAPHML,Rank 3,2,12,23
JANETBACKBONE.GRAPHML,Rank 3,2,12,5
JANETBACKBONE.GRAPHML,Rank 3,2,12,25
JANETBACKBONE.GRAPHML,Rank 3,2,12,22
JANETBACKBONE.GRAPHML,Rank 3,2,12,10
JANETBACKBONE.GRAPHML,Rank 3,2,17,16
JANETBACKBONE.GRAPHML,Rank 3,2,17,4
JANETBACKBONE.GRAPHML,Rank 3,2,17,1
JANETBACKBONE.GRAPHML,Rank 3,2,17,18
JANETBACKBONE.GRAPHML,Rank 3,2,17,0
JANETBACKBONE.GRAPHML,Rank 3,2,17,15
JANETBACKBONE.GRAPHML,Rank 3,2,17,6
JANETBACKBONE.GRAPHML,Rank 3,2,17,7
JANETBACKBONE.GRAPHML,Rank 3,3,14,19
JANETBACKBONE.GRAPHML,Rank 3,3,14,26
JANETBACKBONE.GRAPHML,Rank 3,3,14,28
JANETBACKBONE.GRAPHML,Rank 3,3,14,2
JANETBACKBONE.GRAPHML,Rank 3,3,14,27
JANETBACKBONE.GRAPHML,Rank 3,3,14,24
JANETBACKBONE.GRAPHML,Rank 3,3,14,23
JANETBACKBONE.GRAPHML,Rank 3,3,14,13
JANETBACKBONE.GRAPHML,Rank 3,3,14,12
JANETBACKBONE.GRAPHML,Rank 3,3,14,25
JANETBACKBONE.GRAPHML,Rank 3,3,14,20
JANETBACKBONE.GRAPHML,Rank 3,3,14,22
JANETBACKBONE.GRAPHML,Rank 3,3,14,10
JANETBACKBONE.GRAPHML,Rank 3,3,14,9
JANETBACKBONE.GRAPHML,Rank 3,3,14,21
JANETBACKBONE.GRAPHML,Rank 3,3,3,7
JANETBACKBONE.GRAPHML,Rank 3,3,3,11
JANETBACKBONE.GRAPHML,Rank 3,3,3,0
JANETBACKBONE.GRAPHML,Rank 3,3,3,1
JANETBACKBONE.GRAPHML,Rank 3,3,15,8
JANETBACKBONE.GRAPHML,Rank 3,3,15,4
JANETBACKBONE.GRAPHML,Rank 3,3,15,5
JANETBACKBONE.GRAPHML,Rank 3,3,15,18
JANETBACKBONE.GRAPHML,Rank 3,3,15,17
JANETBACKBONE.GRAPHML,Rank 3,3,15,6
JANETBACKBONE.GRAPHML,Rank 3,3,15,16
JANETBACKBONE.GRAPHML,Rank 3,4,27,28
JANETBACKBONE.GRAPHML,Rank 3,4,27,26
JANETBACKBONE.GRAPHML,Rank 3,4,27,8
JANETBACKBONE.GRAPHML,Rank 3,4,27,2
JANETBACKBONE.GRAPHML,Rank 3,4,27,24
JANETBACKBONE.GRAPHML,Rank 3,4,27,5
JANETBACKBONE.GRAPHML,Rank 3,4,27,23
JANETBACKBONE.GRAPHML,Rank 3,4,27,12
JANETBACKBONE.GRAPHML,Rank 3,4,27,25
JANETBACKBONE.GRAPHML,Rank 3,4,27,14
JANETBACKBONE.GRAPHML,Rank 3,4,27,20
JANETBACKBONE.GRAPHML,Rank 3,4,27,22
JANETBACKBONE.GRAPHML,Rank 3,4,27,10
JANETBACKBONE.GRAPHML,Rank 3,4,27,21
JANETBACKBONE.GRAPHML,Rank 3,4,22,23
JANETBACKBONE.GRAPHML,Rank 3,4,22,21
JANETBACKBONE.GRAPHML,Rank 3,4,28,13
JANETBACKBONE.GRAPHML,Rank 4,2,13,19
JANETBACKBONE.GRAPHML,Rank 4,2,13,28
JANETBACKBONE.GRAPHML,Rank 4,2,13,2
JANETBACKBONE.GRAPHML,Rank 4,2,13,11
JANETBACKBONE.GRAPHML,Rank 4,2,13,9
JANETBACKBONE.GRAPHML,Rank 4,2,13,3
JANETBACKBONE.GRAPHML,Rank 4,2,12,26
JANETBACKBONE.GRAPHML,Rank 4,2,12,8
JANETBACKBONE.GRAPHML,Rank 4,2,12,27
JANETBACKBONE.GRAPHML,Rank 4,2,12,24
JANETBACKBONE.GRAPHML,Rank 4,2,12,23
JANETBACKBONE.GRAPHML,Rank 4,2,12,5
JANETBACKBONE.GRAPHML,Rank 4,2,12,22
JANETBACKBONE.GRAPHML,Rank 4,2,12,10
JANETBACKBONE.GRAPHML,Rank 4,2,17,16
JANETBACKBONE.GRAPHML,Rank 4,2,17,4
JANETBACKBONE.GRAPHML,Rank 4,2,17,1
JANETBACKBONE.GRAPHML,Rank 4,2,17,18
JANETBACKBONE.GRAPHML,Rank 4,2,17,0
JANETBACKBONE.GRAPHML,Rank 4,2,17,15
JANETBACKBONE.GRAPHML,Rank 4,2,17,6
JANETBACKBONE.GRAPHML,Rank 4,2,17,7
JANETBACKBONE.GRAPHML,Rank 4,2,14,20
JANETBACKBONE.GRAPHML,Rank 4,2,14,25
JANETBACKBONE.GRAPHML,Rank 4,2,14,21
JANETBACKBONE.GRAPHML,Rank 4,3,14,19
JANETBACKBONE.GRAPHML,Rank 4,3,14,26
JANETBACKBONE.GRAPHML,Rank 4,3,14,28
JANETBACKBONE.GRAPHML,Rank 4,3,14,2
JANETBACKBONE.GRAPHML,Rank 4,3,14,27
JANETBACKBONE.GRAPHML,Rank 4,3,14,23
JANETBACKBONE.GRAPHML,Rank 4,3,14,13
JANETBACKBONE.GRAPHML,Rank 4,3,14,12
JANETBACKBONE.GRAPHML,Rank 4,3,14,20
JANETBACKBONE.GRAPHML,Rank 4,3,14,22
JANETBACKBONE.GRAPHML,Rank 4,3,14,10
JANETBACKBONE.GRAPHML,Rank 4,3,14,9
JANETBACKBONE.GRAPHML,Rank 4,3,14,21
JANETBACKBONE.GRAPHML,Rank 4,3,3,7
JANETBACKBONE.GRAPHML,Rank 4,3,3,11
JANETBACKBONE.GRAPHML,Rank 4,3,3,0
JANETBACKBONE.GRAPHML,Rank 4,3,3,1
JANETBACKBONE.GRAPHML,Rank 4,3,15,8
JANETBACKBONE.GRAPHML,Rank 4,3,15,4
JANETBACKBONE.GRAPHML,Rank 4,3,15,5
JANETBACKBONE.GRAPHML,Rank 4,3,15,18
JANETBACKBONE.GRAPHML,Rank 4,3,15,17
JANETBACKBONE.GRAPHML,Rank 4,3,15,6
JANETBACKBONE.GRAPHML,Rank 4,3,15,16
JANETBACKBONE.GRAPHML,Rank 4,3,25,24
JANETBACKBONE.GRAPHML,Rank 4,4,27,28
JANETBACKBONE.GRAPHML,Rank 4,4,27,8
JANETBACKBONE.GRAPHML,Rank 4,4,27,2
JANETBACKBONE.GRAPHML,Rank 4,4,27,24
JANETBACKBONE.GRAPHML,Rank 4,4,27,5
JANETBACKBONE.GRAPHML,Rank 4,4,27,23
JANETBACKBONE.GRAPHML,Rank 4,4,27,12
JANETBACKBONE.GRAPHML,Rank 4,4,22,23
JANETBACKBONE.GRAPHML,Rank 4,4,22,21
JANETBACKBONE.GRAPHML,Rank 4,4,28,13
JANETBACKBONE.GRAPHML,Rank 4,4,16,1
JANETBACKBONE.GRAPHML,Rank 4,4,16,18
JANETBACKBONE.GRAPHML,Rank 4,4,16,0
JANETBACKBONE.GRAPHML,Rank 4,4,16,11
JANETBACKBONE.GRAPHML,Rank 4,4,16,3
JANETBACKBONE.GRAPHML,Rank 4,4,16,7
JANETBACKBONE.GRAPHML,Rank 5,2,13,19
JANETBACKBONE.GRAPHML,Rank 5,2,13,28
JANETBACKBONE.GRAPHML,Rank 5,2,13,9
JANETBACKBONE.GRAPHML,Rank 5,2,13,2
JANETBACKBONE.GRAPHML,Rank 5,2,12,26
JANETBACKBONE.GRAPHML,Rank 5,2,12,8
JANETBACKBONE.GRAPHML,Rank 5,2,12,27
JANETBACKBONE.GRAPHML,Rank 5,2,12,24
JANETBACKBONE.GRAPHML,Rank 5,2,12,23
JANETBACKBONE.GRAPHML,Rank 5,2,12,5
JANETBACKBONE.GRAPHML,Rank 5,2,12,22
JANETBACKBONE.GRAPHML,Rank 5,2,12,10
JANETBACKBONE.GRAPHML,Rank 5,2,17,4
JANETBACKBONE.GRAPHML,Rank 5,2,17,1
JANETBACKBONE.GRAPHML,Rank 5,2,17,18
JANETBACKBONE.GRAPHML,Rank 5,2,17,15
JANETBACKBONE.GRAPHML,Rank 5,2,17,6
JANETBACKBONE.GRAPHML,Rank 5,2,17,7
JANETBACKBONE.GRAPHML,Rank 5,2,14,20
JANETBACKBONE.GRAPHML,Rank 5,2,14,25
JANETBACKBONE.GRAPHML,Rank 5,2,14,21
JANETBACKBONE.GRAPHML,Rank 5,2,11,16
JANETBACKBONE.GRAPHML,Rank 5,2,11,3
JANETBACKBONE.GRAPHML,Rank 5,2,11,0
JANETBACKBONE.GRAPHML,Rank 5,3,14,19
JANETBACKBONE.GRAPHML,Rank 5,3,14,26
JANETBACKBONE.GRAPHML,Rank 5,3,14,28
JANETBACKBONE.GRAPHML,Rank 5,3,14,2
JANETBACKBONE.GRAPHML,Rank 5,3,14,27
JANETBACKBONE.GRAPHML,Rank 5,3,14,23
JANETBACKBONE.GRAPHML,Rank 5,3,14,13
JANETBACKBONE.GRAPHML,Rank 5,3,14,12
JANETBACKBONE.GRAPHML,Rank 5,3,14,22
JANETBACKBONE.GRAPHML,Rank 5,3,14,10
JANETBACKBONE.GRAPHML,Rank 5,3,14,21
JANETBACKBONE.GRAPHML,Rank 5,3,3,7
JANETBACKBONE.GRAPHML,Rank 5,3,3,11
JANETBACKBONE.GRAPHML,Rank 5,3,3,0
JANETBACKBONE.GRAPHML,Rank 5,3,3,1
JANETBACKBONE.GRAPHML,Rank 5,3,15,8
JANETBACKBONE.GRAPHML,Rank 5,3,15,4
JANETBACKBONE.GRAPHML,Rank 5,3,15,5
JANETBACKBONE.GRAPHML,Rank 5,3,15,18
JANETBACKBONE.GRAPHML,Rank 5,3,15,17
JANETBACKBONE.GRAPHML,Rank 5,3,15,6
JANETBACKBONE.GRAPHML,Rank 5,3,15,16
JANETBACKBONE.GRAPHML,Rank 5,3,25,24
JANETBACKBONE.GRAPHML,Rank 5,3,20,9
JANETBACKBONE.GRAPHML,Rank 5,4,27,28
JANETBACKBONE.GRAPHML,Rank 5,4,27,8
JANETBACKBONE.GRAPHML,Rank 5,4,27,2
JANETBACKBONE.GRAPHML,Rank 5,4,27,24
JANETBACKBONE.GRAPHML,Rank 5,4,27,5
JANETBACKBONE.GRAPHML,Rank 5,4,27,12
JANETBACKBONE.GRAPHML,Rank 5,4,22,23
JANETBACKBONE.GRAPHML,Rank 5,4,22,21
JANETBACKBONE.GRAPHML,Rank 5,4,28,13
JANETBACKBONE.GRAPHML,Rank 5,4,16,1
JANETBACKBONE.GRAPHML,Rank 5,4,16,18
JANETBACKBONE.GRAPHML,Rank 5,4,16,0
JANETBACKBONE.GRAPHML,Rank 5,4,16,11
JANETBACKBONE.GRAPHML,Rank 5,4,16,3
JANETBACKBONE.GRAPHML,Rank 5,4,16,7
JANETBACKBONE.GRAPHML,Rank 5,4,20,9
KDL,Rank 1,2,408,247
KDL,Rank 1,2,408,411
KDL,Rank 1,2,408,413
KDL,Rank 1,2,408,506
KDL,Rank 1,2,408,505
KDL,Rank 1,2,408,418
KDL,Rank 1,2,408,417
KDL,Rank 1,2,408,497
KDL,Rank 1,2,408,202
KDL,Rank 1,3,201,613
KDL,Rank 1,3,201,96
KDL,Rank 1,3,201,97
KDL,Rank 1,4,201,613
KDL,Rank 1,4,201,96
KDL,Rank 1,4,201,97
KDL,Rank 2,2,408,247
KDL,Rank 2,2,408,411
KDL,Rank 2,2,408,413
KDL,Rank 2,2,408,506
KDL,Rank 2,2,408,505
KDL,Rank 2,2,408,418
KDL,Rank 2,2,408,417
KDL,Rank 2,2,408,497
KDL,Rank 2,2,408,202
KDL,Rank 2,2,201,206
KDL,Rank 2,2,201,208
KDL,Rank 2,2,201,97
KDL,Rank 2,3,201,613
KDL,Rank 2,3,201,96
KDL,Rank 2,3,201,97
KDL,Rank 2,3,23,723
KDL,Rank 2,3,23,728
KDL,Rank 2,3,23,393
KDL,Rank 2,3,23,175
KDL,Rank 2,4,201,613
KDL,Rank 2,4,201,96
KDL,Rank 2,4,201,97
KDL,Rank 2,4,18,43
KDL,Rank 2,4,18,339
KDL,Rank 2,4,18,609
KDL,Rank 2,4,18,69
KDL,Rank 3,2,408,247
KDL,Rank 3,2,408,411
KDL,Rank 3,2,408,413
KDL,Rank 3,2,408,506
KDL,Rank 3,2,408,505
KDL,Rank 3,2,408,418
KDL,Rank 3,2,408,417
KDL,Rank 3,2,408,497
KDL,Rank 3,2,408,202
KDL,Rank 3,2,201,206
KDL,Rank 3,2,201,208
KDL,Rank 3,2,201,97
KDL,Rank 3,2,715,605
KDL,Rank 3,2,715,68
KDL,Rank 3,2,715,194
KDL,Rank 3,2,715,707
KDL,Rank 3,2,715,593
KDL,Rank 3,2,715,183
KDL,Rank 3,2,715,722
KDL,Rank 3,2,715,721
KDL,Rank 3,2,715,54
KDL,Rank 3,2,715,346
KDL,Rank 3,2,715,581
KDL,Rank 3,2,715,732
KDL,Rank 3,2,715,367
KDL,Rank 3,2,715,184
KDL,Rank 3,2,715,578
KDL,Rank 3,2,715,714
KDL,Rank 3,2,715,406
KDL,Rank 3,2,715,706
KDL,Rank 3,2,715,712
KDL,Rank 3,2,715,567
KDL,Rank 3,2,715,111
KDL,Rank 3,2,715,569
KDL,Rank 3,2,715,713
KDL,Rank 3,2,715,318
KDL,Rank 3,2,715,197
KDL,Rank 3,2,715,568
KDL,Rank 3,2,715,716
KDL,Rank 3,2,715,415
KDL,Rank 3,3,201,613
KDL,Rank 3,3,201,96
KDL,Rank 3,3,201,97
KDL,Rank 3,3,23,723
KDL,Rank 3,3,23,728
KDL,Rank 3,3,23,393
KDL,Rank 3,3,23,175
KDL,Rank 3,3,18,43
KDL,Rank 3,3,18,339
KDL,Rank 3,3,18,609
KDL,Rank 3,3,18,69
KDL,Rank 3,4,201,613
KDL,Rank 3,4,201,96
KDL,Rank 3,4,201,97
KDL,Rank 3,4,18,43
KDL,Rank 3,4,18,339
KDL,Rank 3,4,18,609
KDL,Rank 3,4,18,69
KDL,Rank 3,4,23,723
KDL,Rank 3,4,23,728
KDL,Rank 3,4,23,393
KDL,Rank 3,4,23,175
KDL,Rank 4,2,408,247
KDL,Rank 4,2,408,411
KDL,Rank 4,2,408,413
KDL,Rank 4,2,408,506
KDL,Rank 4,2,408,505
KDL,Rank 4,2,408,418
KDL,Rank 4,2,408,417
KDL,Rank 4,2,408,497
KDL,Rank 4,2,408,202
KDL,Rank 4,2,201,206
KDL,Rank 4,2,201,208
KDL,Rank 4,2,201,97
KDL,Rank 4,2,715,605
KDL,Rank 4,2,715,68
KDL,Rank 4,2,715,194
KDL,Rank 4,2,715,707
KDL,Rank 4,2,715,593
KDL,Rank 4,2,715,183
KDL,Rank 4,2,715,722
KDL,Rank 4,2,715,721
KDL,Rank 4,2,715,54
KDL,Rank 4,2,715,346
KDL,Rank 4,2,715,581
KDL,Rank 4,2,715,732
KDL,Rank 4,2,715,367
KDL,Rank 4,2,715,184
KDL,Rank 4,2,715,578
KDL,Rank 4,2,715,714
KDL,Rank 4,2,715,406
KDL,Rank 4,2,715,706
KDL,Rank 4,2,715,712
KDL,Rank 4,2,715,567
KDL,Rank 4,2,715,111
KDL,Rank 4,2,715,569
KDL,Rank 4,2,715,713
KDL,Rank 4,2,715,318
KDL,Rank 4,2,715,197
KDL,Rank 4,2,715,568
KDL,Rank 4,2,715,716
KDL,Rank 4,2,715,415
KDL,Rank 4,2,52,165
KDL,Rank 4,2,52,51
KDL,Rank 4,2,52,46
KDL,Rank 4,2,52,164
KDL,Rank 4,2,52,45
KDL,Rank 4,2,52,49
KDL,Rank 4,2,52,36
KDL,Rank 4,2,52,53
KDL,Rank 4,2,52,37
KDL,Rank 4,2,52,490
KDL,Rank 4,2,52,168
KDL,Rank 4,2,52,48
KDL,Rank 4,2,52,44
KDL,Rank 4,2,52,47
KDL,Rank 4,3,201,613
KDL,Rank 4,3,201,96
KDL,Rank 4,3,201,97
KDL,Rank 4,3,23,723
KDL,Rank 4,3,23,728
KDL,Rank 4,3,23,393
KDL,Rank 4,3,23,175
KDL,Rank 4,3,18,43
KDL,Rank 4,3,18,339
KDL,Rank 4,3,18,609
KDL,Rank 4,3,18,69
KDL,Rank 4,3,25,727
KDL,Rank 4,3,25,607
KDL,Rank 4,3,25,506
KDL,Rank 4,3,25,405
KDL,Rank 4,3,25,605
KDL,Rank 4,3,25,306
KDL,Rank 4,3,25,376
KDL,Rank 4,3,25,384
KDL,Rank 4,3,25,177
KDL,Rank 4,3,25,196
KDL,Rank 4,3,25,171
KDL,Rank 4,3,25,174
KDL,Rank 4,3,25,383
KDL,Rank 4,3,25,176
KDL,Rank 4,3,25,175
KDL,Rank 4,3,25,724
KDL,Rank 4,3,25,246
KDL,Rank 4,3,25,416
KDL,Rank 4,3,25,519
KDL,Rank 4,3,25,394
KDL,Rank 4,3,25,381
KDL,Rank 4,3,25,403
KDL,Rank 4,3,25,602
KDL,Rank 4,3,25,407
KDL,Rank 4,3,25,404
KDL,Rank 4,3,25,393
KDL,Rank 4,3,25,301
KDL,Rank 4,3,25,300
KDL,Rank 4,3,25,85
KDL,Rank 4,3,25,91
KDL,Rank 4,3,25,88
KDL,Rank 4,3,25,730
KDL,Rank 4,3,25,303
KDL,Rank 4,3,25,172
KDL,Rank 4,3,25,373
KDL,Rank 4,3,25,305
KDL,Rank 4,3,25,735
KDL,Rank 4,3,25,608
KDL,Rank 4,3,25,616
KDL,Rank 4,3,25,603
KDL,Rank 4,3,25,606
KDL,Rank 4,3,25,7
KDL,Rank 4,3,25,409
KDL,Rank 4,3,25,666
KDL,Rank 4,3,25,243
KDL,Rank 4,3,25,411
KDL,Rank 4,3,25,23
KDL,Rank 4,3,25,406
KDL,Rank 4,3,25,601
KDL,Rank 4,3,25,195
KDL,Rank 4,3,25,374
KDL,Rank 4,3,25,178
KDL,Rank 4,3,25,726
KDL,Rank 4,3,25,285
KDL,Rank 4,3,25,89
KDL,Rank 4,3,25,378
KDL,Rank 4,3,25,382
KDL,Rank 4,3,25,392
KDL,Rank 4,3,25,248
KDL,Rank 4,3,25,304
KDL,Rank 4,3,25,728
KDL,Rank 4,3,25,90
KDL,Rank 4,3,25,615
KDL,Rank 4,3,25,198
KDL,Rank 4,3,25,563
KDL,Rank 4,3,25,723
KDL,Rank 4,3,25,84
KDL,Rank 4,3,25,22
KDL,Rank 4,3,25,524
KDL,Rank 4,3,25,497
KDL,Rank 4,3,25,307
KDL,Rank 4,3,25,547
KDL,Rank 4,3,25,244
KDL,Rank 4,3,25,94
KDL,Rank 4,3,25,375
KDL,Rank 4,4,201,613
KDL,Rank 4,4,201,96
KDL,Rank 4,4,201,97
KDL,Rank 4,4,18,43
KDL,Rank 4,4,18,339
KDL,Rank 4,4,18,609
KDL,Rank 4,4,18,69
KDL,Rank 4,4,23,723
KDL,Rank 4,4,23,728
KDL,Rank 4,4,23,393
KDL,Rank 4,4,23,175
KDL,Rank 4,4,25,727
KDL,Rank 4,4,25,607
KDL,Rank 4,4,25,506
KDL,Rank 4,4,25,405
KDL,Rank 4,4,25,605
KDL,Rank 4,4,25,306
KDL,Rank 4,4,25,376
KDL,Rank 4,4,25,384
KDL,Rank 4,4,25,177
KDL,Rank 4,4,25,196
KDL,Rank 4,4,25,171
KDL,Rank 4,4,25,174
KDL,Rank 4,4,25,383
KDL,Rank 4,4,25,176
KDL,Rank 4,4,25,175
KDL,Rank 4,4,25,724
KDL,Rank 4,4,25,246
KDL,Rank 4,4,25,416
KDL,Rank 4,4,25,519
KDL,Rank 4,4,25,394
KDL,Rank 4,4,25,381
KDL,Rank 4,4,25,403
KDL,Rank 4,4,25,602
KDL,Rank 4,4,25,407
KDL,Rank 4,4,25,404
KDL,Rank 4,4,25,393
KDL,Rank 4,4,25,301
KDL,Rank 4,4,25,300
KDL,Rank 4,4,25,85
KDL,Rank 4,4,25,91
KDL,Rank 4,4,25,88
KDL,Rank 4,4,25,730
KDL,Rank 4,4,25,303
KDL,Rank 4,4,25,172
KDL,Rank 4,4,25,373
KDL,Rank 4,4,25,305
KDL,Rank 4,4,25,735
KDL,Rank 4,4,25,608
KDL,Rank 4,4,25,616
KDL,Rank 4,4,25,603
KDL,Rank 4,4,25,606
KDL,Rank 4,4,25,7
KDL,Rank 4,4,25,409
KDL,Rank 4,4,25,666
KDL,Rank 4,4,25,243
KDL,Rank 4,4,25,411
KDL,Rank 4,4,25,23
KDL,Rank 4,4,25,406
KDL,Rank 4,4,25,601
KDL,Rank 4,4,25,195
KDL,Rank 4,4,25,374
KDL,Rank 4,4,25,178
KDL,Rank 4,4,25,726
KDL,Rank 4,4,25,285
KDL,Rank 4,4,25,89
KDL,Rank 4,4,25,378
KDL,Rank 4,4,25,382
KDL,Rank 4,4,25,392
KDL,Rank 4,4,25,248
KDL,Rank 4,4,25,304
KDL,Rank 4,4,25,728
KDL,Rank 4,4,25,90
KDL,Rank 4,4,25,615
KDL,Rank 4,4,25,198
KDL,Rank 4,4,25,563
KDL,Rank 4,4,25,723
KDL,Rank 4,4,25,84
KDL,Rank 4,4,25,22
KDL,Rank 4,4,25,524
KDL,Rank 4,4,25,497
KDL,Rank 4,4,25,307
KDL,Rank 4,4,25,547
KDL,Rank 4,4,25,244
KDL,Rank 4,4,25,94
KDL,Rank 4,4,25,375
KDL,Rank 5,2,408,247
KDL,Rank 5,2,408,411
KDL,Rank 5,2,408,413
KDL,Rank 5,2,408,506
KDL,Rank 5,2,408,505
KDL,Rank 5,2,408,418
KDL,Rank 5,2,408,417
KDL,Rank 5,2,408,497
KDL,Rank 5,2,408,202
KDL,Rank 5,2,201,206
KDL,Rank 5,2,201,208
KDL,Rank 5,2,201,97
KDL,Rank 5,2,715,605
KDL,Rank 5,2,715,68
KDL,Rank 5,2,715,194
KDL,Rank 5,2,715,707
KDL,Rank 5,2,715,593
KDL,Rank 5,2,715,183
KDL,Rank 5,2,715,722
KDL,Rank 5,2,715,721
KDL,Rank 5,2,715,54
KDL,Rank 5,2,715,346
KDL,Rank 5,2,715,581
KDL,Rank 5,2,715,732
KDL,Rank 5,2,715,367
KDL,Rank 5,2,715,184
KDL,Rank 5,2,715,578
KDL,Rank 5,2,715,714
KDL,Rank 5,2,715,406
KDL,Rank 5,2,715,706
KDL,Rank 5,2,715,712
KDL,Rank 5,2,715,567
KDL,Rank 5,2,715,111
KDL,Rank 5,2,715,569
KDL,Rank 5,2,715,713
KDL,Rank 5,2,715,318
KDL,Rank 5,2,715,197
KDL,Rank 5,2,715,568
KDL,Rank 5,2,715,716
KDL,Rank 5,2,715,415
KDL,Rank 5,2,52,165
KDL,Rank 5,2,52,51
KDL,Rank 5,2,52,46
KDL,Rank 5,2,52,164
KDL,Rank 5,2,52,45
KDL,Rank 5,2,52,49
KDL,Rank 5,2,52,36
KDL,Rank 5,2,52,53
KDL,Rank 5,2,52,37
KDL,Rank 5,2,52,490
KDL,Rank 5,2,52,168
KDL,Rank 5,2,52,48
KDL,Rank 5,2,52,44
KDL,Rank 5,2,52,47
KDL,Rank 5,2,512,236
KDL,Rank 5,2,512,516
KDL,Rank 5,2,512,235
KDL,Rank 5,2,512,240
KDL,Rank 5,2,512,513
KDL,Rank 5,2,512,515
KDL,Rank 5,2,512,511
KDL,Rank 5,2,512,731
KDL,Rank 5,2,512,239
KDL,Rank 5,2,512,199
KDL,Rank 5,2,512,242
KDL,Rank 5,2,512,7
KDL,Rank 5,3,201,613
KDL,Rank 5,3,201,96
KDL,Rank 5,3,201,97
KDL,Rank 5,3,23,723
KDL,Rank 5,3,23,728
KDL,Rank 5,3,23,393
KDL,Rank 5,3,23,175
KDL,Rank 5,3,18,43
KDL,Rank 5,3,18,339
KDL,Rank 5,3,18,609
KDL,Rank 5,3,18,69
KDL,Rank 5,3,25,727
KDL,Rank 5,3,25,607
KDL,Rank 5,3,25,506
KDL,Rank 5,3,25,405
KDL,Rank 5,3,25,605
KDL,Rank 5,3,25,306
KDL,Rank 5,3,25,376
KDL,Rank 5,3,25,384
KDL,Rank 5,3,25,177
KDL,Rank 5,3,25,196
KDL,Rank 5,3,25,171
KDL,Rank 5,3,25,174
KDL,Rank 5,3,25,383
KDL,Rank 5,3,25,176
KDL,Rank 5,3,25,175
KDL,Rank 5,3,25,724
KDL,Rank 5,3,25,246
KDL,Rank 5,3,25,416
KDL,Rank 5,3,25,519
KDL,Rank 5,3,25,394
KDL,Rank 5,3,25,381
KDL,Rank 5,3,25,403
KDL,Rank 5,3,25,602
KDL,Rank 5,3,25,407
KDL,Rank 5,3,25,404
KDL,Rank 5,3,25,393
KDL,Rank 5,3,25,301
KDL,Rank 5,3,25,300
KDL,Rank 5,3,25,85
KDL,Rank 5,3,25,91
KDL,Rank 5,3,25,88
KDL,Rank 5,3,25,730
KDL,Rank 5,3,25,303
KDL,Rank 5,3,25,172
KDL,Rank 5,3,25,373
KDL,Rank 5,3,25,305
KDL,Rank 5,3,25,735
KDL,Rank 5,3,25,608
KDL,Rank 5,3,25,616
KDL,Rank 5,3,25,603
KDL,Rank 5,3,25,606
KDL,Rank 5,3,25,7
KDL,Rank 5,3,25,409
KDL,Rank 5,3,25,666
KDL,Rank 5,3,25,243
KDL,Rank 5,3,25,411
KDL,Rank 5,3,25,23
KDL,Rank 5,3,25,406
KDL,Rank 5,3,25,601
KDL,Rank 5,3,25,195
KDL,Rank 5,3,25,374
KDL,Rank 5,3,25,178
KDL,Rank 5,3,25,726
KDL,Rank 5,3,25,285
KDL,Rank 5,3,25,89
KDL,Rank 5,3,25,378
KDL,Rank 5,3,25,382
KDL,Rank 5,3,25,392
KDL,Rank 5,3,25,248
KDL,Rank 5,3,25,304
KDL,Rank 5,3,25,728
KDL,Rank 5,3,25,90
KDL,Rank 5,3,25,615
KDL,Rank 5,3,25,198
KDL,Rank 5,3,25,563
KDL,Rank 5,3,25,723
KDL,Rank 5,3,25,84
KDL,Rank 5,3,25,22
KDL,Rank 5,3,25,524
KDL,Rank 5,3,25,497
KDL,Rank 5,3,25,307
KDL,Rank 5,3,25,547
KDL,Rank 5,3,25,244
KDL,Rank 5,3,25,94
KDL,Rank 5,3,25,375
KDL,Rank 5,3,137,319
KDL,Rank 5,3,137,493
KDL,Rank 5,3,137,258
KDL,Rank 5,3,137,68
KDL,Rank 5,3,137,600
KDL,Rank 5,3,137,92
KDL,Rank 5,3,137,288
KDL,Rank 5,3,137,86
KDL,Rank 5,3,137,489
KDL,Rank 5,3,137,722
KDL,Rank 5,3,137,256
KDL,Rank 5,3,137,678
KDL,Rank 5,3,137,95
KDL,Rank 5,3,137,43
KDL,Rank 5,3,137,674
